Cohort,Customers,0-6 days,7-13 days,14-20 days,21-27 days,28-34 days,35-41 days,42-48 days,49-55 days,56-62 days,63-69 days,70-76 days,77-83 days,84-90 days,91-97 days,98-104 days,105-111 days,112-118 days,119-125 days,126-132 days,133-139 days,140-146 days,147-153 days,154-160 days,161-167 days,168-174 days,175-181 days,182-188 days
04/08-04/14,732 customers,"9.15% orderers (67)
9.15% 1st time (67) ","4.37% orderers (32)
2.05% 1st time (15) ","3.55% orderers (26)
0.55% 1st time (4) ","2.73% orderers (20)
0.96% 1st time (7) ","3.55% orderers (26)
0.41% 1st time (3) ","2.87% orderers (21)
0.27% 1st time (2) ","2.73% orderers (20)
0.14% 1st time (1) ","1.78% orderers (13)
0.00% 1st time (0) ","2.87% orderers (21)
0.00% 1st time (0) ","2.19% orderers (16)
0.27% 1st time (2) ","3.01% orderers (22)
0.27% 1st time (2) ","2.46% orderers (18)
0.27% 1st time (2) ","1.50% orderers (11)
0.41% 1st time (3) "
04/01-04/07,975 customers,"7.90% orderers (77)
7.90% 1st time (77) ","2.67% orderers (26)
1.03% 1st time (10) ","2.87% orderers (28)
0.72% 1st time (7) ","2.77% orderers (27)
0.82% 1st time (8) ","2.87% orderers (28)
0.41% 1st time (4) ","1.95% orderers (19)
0.00% 1st time (0) ","2.05% orderers (20)
0.21% 1st time (2) ","2.26% orderers (22)
0.10% 1st time (1) ","1.95% orderers (19)
0.21% 1st time (2) ","2.46% orderers (24)
0.00% 1st time (0) ","2.67% orderers (26)
0.21% 1st time (2) ","1.33% orderers (13)
0.00% 1st time (0) ","1.54% orderers (15)
0.00% 1st time (0) ","1.33% orderers (13)
0.21% 1st time (2) "
03/25-03/31,842 customers,"6.89% orderers (58)
6.89% 1st time (58) ","2.61% orderers (22)
1.31% 1st time (11) ","3.92% orderers (33)
1.54% 1st time (13) ","2.61% orderers (22)
0.48% 1st time (4) ","2.73% orderers (23)
0.71% 1st time (6) ","2.14% orderers (18)
0.36% 1st time (3) ","2.38% orderers (20)
0.59% 1st time (5) ","2.61% orderers (22)
0.48% 1st time (4) ","1.66% orderers (14)
0.24% 1st time (2) ","1.78% orderers (15)
0.12% 1st time (1) ","2.97% orderers (25)
0.24% 1st time (2) ","3.09% orderers (26)
0.59% 1st time (5) ","2.26% orderers (19)
0.24% 1st time (2) ","2.97% orderers (25)
0.12% 1st time (1) ","1.07% orderers (9)
0.24% 1st time (2) "
03/18-03/24,829 customers,"8.08% orderers (67)
8.08% 1st time (67) ","3.26% orderers (27)
1.81% 1st time (15) ","2.41% orderers (20)
0.60% 1st time (5) ","2.65% orderers (22)
0.60% 1st time (5) ","2.90% orderers (24)
0.84% 1st time (7) ","2.65% orderers (22)
0.36% 1st time (3) ","2.53% orderers (21)
0.36% 1st time (3) ","1.93% orderers (16)
0.48% 1st time (4) ","1.81% orderers (15)
0.24% 1st time (2) ","2.53% orderers (21)
0.12% 1st time (1) ","2.05% orderers (17)
0.36% 1st time (3) ","2.53% orderers (21)
0.12% 1st time (1) ","3.02% orderers (25)
0.12% 1st time (1) ","2.29% orderers (19)
0.12% 1st time (1) ","1.81% orderers (15)
0.24% 1st time (2) ","1.45% orderers (12)
0.00% 1st time (0) "
03/11-03/17,1006 customers,"6.56% orderers (66)
6.56% 1st time (66) ","3.28% orderers (33)
1.69% 1st time (17) ","2.49% orderers (25)
0.60% 1st time (6) ","2.88% orderers (29)
0.89% 1st time (9) ","2.49% orderers (25)
0.50% 1st time (5) ","1.89% orderers (19)
0.60% 1st time (6) ","2.29% orderers (23)
0.40% 1st time (4) ","2.19% orderers (22)
0.40% 1st time (4) ","1.39% orderers (14)
0.30% 1st time (3) ","2.09% orderers (21)
0.30% 1st time (3) ","1.69% orderers (17)
0.10% 1st time (1) ","1.29% orderers (13)
0.20% 1st time (2) ","1.89% orderers (19)
0.20% 1st time (2) ","1.69% orderers (17)
0.50% 1st time (5) ","1.49% orderers (15)
0.30% 1st time (3) ","1.89% orderers (19)
0.00% 1st time (0) ","0.80% orderers (8)
0.00% 1st time (0) "
03/04-03/10,1208 customers,"10.84% orderers (131)
10.84% 1st time (131) ","4.22% orderers (51)
1.32% 1st time (16) ","3.15% orderers (38)
1.24% 1st time (15) ","2.73% orderers (33)
0.50% 1st time (6) ","3.48% orderers (42)
0.66% 1st time (8) ","2.24% orderers (27)
0.17% 1st time (2) ","2.32% orderers (28)
0.33% 1st time (4) ","2.57% orderers (31)
0.33% 1st time (4) ","3.39% orderers (41)
0.33% 1st time (4) ","2.40% orderers (29)
0.17% 1st time (2) ","2.40% orderers (29)
0.17% 1st time (2) ","1.99% orderers (24)
0.25% 1st time (3) ","2.73% orderers (33)
0.08% 1st time (1) ","2.24% orderers (27)
0.08% 1st time (1) ","2.57% orderers (31)
0.41% 1st time (5) ","2.48% orderers (30)
0.17% 1st time (2) ","2.81% orderers (34)
0.08% 1st time (1) ","0.75% orderers (9)
0.00% 1st time (0) "
02/25-03/03,1877 customers,"9.96% orderers (187)
9.96% 1st time (187) ","4.00% orderers (75)
1.33% 1st time (25) ","3.41% orderers (64)
1.17% 1st time (22) ","2.56% orderers (48)
0.64% 1st time (12) ","3.09% orderers (58)
0.64% 1st time (12) ","2.45% orderers (46)
0.37% 1st time (7) ","2.72% orderers (51)
0.48% 1st time (9) ","2.45% orderers (46)
0.21% 1st time (4) ","2.66% orderers (50)
0.43% 1st time (8) ","2.61% orderers (49)
0.53% 1st time (10) ","2.02% orderers (38)
0.21% 1st time (4) ","2.66% orderers (50)
0.27% 1st time (5) ","1.65% orderers (31)
0.16% 1st time (3) ","2.29% orderers (43)
0.11% 1st time (2) ","1.76% orderers (33)
0.16% 1st time (3) ","2.18% orderers (41)
0.21% 1st time (4) ","2.34% orderers (44)
0.43% 1st time (8) ","2.29% orderers (43)
0.21% 1st time (4) ","0.64% orderers (12)
0.11% 1st time (2) "
02/18-02/24,351 customers,"20.80% orderers (73)
20.80% 1st time (73) ","7.41% orderers (26)
2.85% 1st time (10) ","7.12% orderers (25)
0.85% 1st time (3) ","6.55% orderers (23)
0.57% 1st time (2) ","5.98% orderers (21)
1.14% 1st time (4) ","6.55% orderers (23)
1.42% 1st time (5) ","5.13% orderers (18)
0.28% 1st time (1) ","5.41% orderers (19)
0.57% 1st time (2) ","4.56% orderers (16)
0.00% 1st time (0) ","5.13% orderers (18)
0.00% 1st time (0) ","3.99% orderers (14)
0.57% 1st time (2) ","5.70% orderers (20)
0.00% 1st time (0) ","5.41% orderers (19)
0.00% 1st time (0) ","4.56% orderers (16)
0.00% 1st time (0) ","4.56% orderers (16)
0.00% 1st time (0) ","4.56% orderers (16)
0.00% 1st time (0) ","4.84% orderers (17)
0.28% 1st time (1) ","4.84% orderers (17)
0.00% 1st time (0) ","4.27% orderers (15)
0.00% 1st time (0) ","2.56% orderers (9)
0.28% 1st time (1) "
02/11-02/17,374 customers,"14.44% orderers (54)
14.44% 1st time (54) ","5.88% orderers (22)
2.67% 1st time (10) ","6.42% orderers (24)
2.67% 1st time (10) ","4.55% orderers (17)
0.80% 1st time (3) ","4.55% orderers (17)
0.80% 1st time (3) ","2.41% orderers (9)
0.00% 1st time (0) ","4.01% orderers (15)
0.80% 1st time (3) ","3.74% orderers (14)
0.80% 1st time (3) ","2.94% orderers (11)
0.27% 1st time (1) ","3.48% orderers (13)
0.00% 1st time (0) ","3.48% orderers (13)
0.27% 1st time (1) ","2.94% orderers (11)
0.00% 1st time (0) ","3.48% orderers (13)
0.53% 1st time (2) ","2.14% orderers (8)
0.53% 1st time (2) ","2.94% orderers (11)
0.00% 1st time (0) ","4.55% orderers (17)
0.27% 1st time (1) ","3.21% orderers (12)
0.80% 1st time (3) ","2.14% orderers (8)
0.00% 1st time (0) ","2.67% orderers (10)
0.53% 1st time (2) ","4.01% orderers (15)
0.53% 1st time (2) ","1.07% orderers (4)
0.00% 1st time (0) "
02/04-02/10,404 customers,"17.08% orderers (69)
17.08% 1st time (69) ","6.19% orderers (25)
2.97% 1st time (12) ","4.70% orderers (19)
0.74% 1st time (3) ","4.46% orderers (18)
0.74% 1st time (3) ","4.21% orderers (17)
0.50% 1st time (2) ","4.46% orderers (18)
0.74% 1st time (3) ","3.96% orderers (16)
0.74% 1st time (3) ","2.97% orderers (12)
0.00% 1st time (0) ","3.96% orderers (16)
0.25% 1st time (1) ","4.21% orderers (17)
0.50% 1st time (2) ","3.96% orderers (16)
0.25% 1st time (1) ","4.70% orderers (19)
0.50% 1st time (2) ","4.95% orderers (20)
1.24% 1st time (5) ","4.46% orderers (18)
0.25% 1st time (1) ","5.20% orderers (21)
0.25% 1st time (1) ","3.22% orderers (13)
0.00% 1st time (0) ","3.47% orderers (14)
0.25% 1st time (1) ","2.97% orderers (12)
0.25% 1st time (1) ","3.96% orderers (16)
0.50% 1st time (2) ","2.72% orderers (11)
0.00% 1st time (0) ","3.71% orderers (15)
0.25% 1st time (1) ","2.48% orderers (10)
0.25% 1st time (1) "
01/28-02/03,482 customers,"20.54% orderers (99)
20.54% 1st time (99) ","7.88% orderers (38)
3.11% 1st time (15) ","6.22% orderers (30)
2.07% 1st time (10) ","5.39% orderers (26)
1.66% 1st time (8) ","7.05% orderers (34)
1.66% 1st time (8) ","4.77% orderers (23)
1.45% 1st time (7) ","6.64% orderers (32)
1.45% 1st time (7) ","4.98% orderers (24)
0.83% 1st time (4) ","4.98% orderers (24)
0.00% 1st time (0) ","4.77% orderers (23)
0.21% 1st time (1) ","5.81% orderers (28)
0.62% 1st time (3) ","4.98% orderers (24)
0.41% 1st time (2) ","5.81% orderers (28)
0.00% 1st time (0) ","4.77% orderers (23)
0.62% 1st time (3) ","4.36% orderers (21)
0.21% 1st time (1) ","4.77% orderers (23)
0.62% 1st time (3) ","6.02% orderers (29)
0.62% 1st time (3) ","4.77% orderers (23)
0.21% 1st time (1) ","4.36% orderers (21)
0.21% 1st time (1) ","4.77% orderers (23)
0.21% 1st time (1) ","4.98% orderers (24)
0.00% 1st time (0) ","4.77% orderers (23)
0.21% 1st time (1) ","2.90% orderers (14)
0.00% 1st time (0) "
01/21-01/27,1242 customers,"17.15% orderers (213)
17.15% 1st time (213) ","7.73% orderers (96)
4.43% 1st time (55) ","5.07% orderers (63)
1.77% 1st time (22) ","5.23% orderers (65)
1.61% 1st time (20) ","5.15% orderers (64)
1.45% 1st time (18) ","5.80% orderers (72)
1.69% 1st time (21) ","4.75% orderers (59)
1.21% 1st time (15) ","5.07% orderers (63)
0.89% 1st time (11) ","4.75% orderers (59)
0.72% 1st time (9) ","4.19% orderers (52)
0.40% 1st time (5) ","4.27% orderers (53)
0.40% 1st time (5) ","4.43% orderers (55)
0.81% 1st time (10) ","3.95% orderers (49)
0.64% 1st time (8) ","4.67% orderers (58)
0.89% 1st time (11) ","3.30% orderers (41)
0.64% 1st time (8) ","3.38% orderers (42)
0.24% 1st time (3) ","4.19% orderers (52)
0.56% 1st time (7) ","3.06% orderers (38)
0.24% 1st time (3) ","3.62% orderers (45)
0.16% 1st time (2) ","4.03% orderers (50)
0.40% 1st time (5) ","3.78% orderers (47)
0.24% 1st time (3) ","2.50% orderers (31)
0.08% 1st time (1) ","2.90% orderers (36)
0.24% 1st time (3) ","1.37% orderers (17)
0.08% 1st time (1) "
01/14-01/20,716 customers,"17.32% orderers (124)
17.32% 1st time (124) ","7.26% orderers (52)
3.21% 1st time (23) ","5.59% orderers (40)
1.82% 1st time (13) ","3.35% orderers (24)
0.70% 1st time (5) ","4.75% orderers (34)
0.98% 1st time (7) ","4.75% orderers (34)
0.56% 1st time (4) ","5.87% orderers (42)
0.98% 1st time (7) ","4.89% orderers (35)
0.56% 1st time (4) ","5.59% orderers (40)
1.12% 1st time (8) ","3.49% orderers (25)
0.14% 1st time (1) ","3.91% orderers (28)
0.28% 1st time (2) ","3.77% orderers (27)
0.00% 1st time (0) ","4.19% orderers (30)
0.42% 1st time (3) ","4.47% orderers (32)
0.42% 1st time (3) ","4.05% orderers (29)
0.14% 1st time (1) ","4.89% orderers (35)
0.14% 1st time (1) ","3.07% orderers (22)
0.42% 1st time (3) ","4.19% orderers (30)
0.14% 1st time (1) ","3.77% orderers (27)
0.56% 1st time (4) ","4.19% orderers (30)
0.14% 1st time (1) ","3.63% orderers (26)
0.28% 1st time (2) ","5.17% orderers (37)
0.56% 1st time (4) ","3.21% orderers (23)
0.28% 1st time (2) ","3.77% orderers (27)
0.00% 1st time (0) ","2.51% orderers (18)
0.14% 1st time (1) "
01/07-01/13,1985 customers,"9.47% orderers (188)
9.47% 1st time (188) ","6.55% orderers (130)
4.18% 1st time (83) ","4.48% orderers (89)
1.71% 1st time (34) ","4.79% orderers (95)
1.16% 1st time (23) ","4.08% orderers (81)
1.11% 1st time (22) ","3.83% orderers (76)
0.71% 1st time (14) ","3.78% orderers (75)
0.71% 1st time (14) ","4.28% orderers (85)
0.81% 1st time (16) ","4.18% orderers (83)
1.01% 1st time (20) ","3.83% orderers (76)
0.65% 1st time (13) ","2.47% orderers (49)
0.15% 1st time (3) ","3.02% orderers (60)
0.35% 1st time (7) ","3.12% orderers (62)
0.20% 1st time (4) ","3.02% orderers (60)
0.30% 1st time (6) ","3.58% orderers (71)
0.30% 1st time (6) ","3.58% orderers (71)
0.55% 1st time (11) ","2.77% orderers (55)
0.25% 1st time (5) ","3.07% orderers (61)
0.35% 1st time (7) ","2.72% orderers (54)
0.20% 1st time (4) ","2.97% orderers (59)
0.15% 1st time (3) ","2.27% orderers (45)
0.20% 1st time (4) ","2.47% orderers (49)
0.25% 1st time (5) ","3.02% orderers (60)
0.15% 1st time (3) ","3.12% orderers (62)
0.25% 1st time (5) ","2.22% orderers (44)
0.15% 1st time (3) ","1.36% orderers (27)
0.25% 1st time (5) "
12/31-01/06,235 customers,"11.91% orderers (28)
11.91% 1st time (28) ","5.53% orderers (13)
2.55% 1st time (6) ","4.68% orderers (11)
0.43% 1st time (1) ","4.26% orderers (10)
0.43% 1st time (1) ","4.68% orderers (11)
0.85% 1st time (2) ","2.55% orderers (6)
0.00% 1st time (0) ","2.55% orderers (6)
0.43% 1st time (1) ","3.40% orderers (8)
0.00% 1st time (0) ","2.98% orderers (7)
0.43% 1st time (1) ","1.28% orderers (3)
0.00% 1st time (0) ","1.70% orderers (4)
0.00% 1st time (0) ","2.98% orderers (7)
0.85% 1st time (2) ","2.13% orderers (5)
0.00% 1st time (0) ","2.13% orderers (5)
0.43% 1st time (1) ","2.13% orderers (5)
0.00% 1st time (0) ","2.98% orderers (7)
0.00% 1st time (0) ","1.28% orderers (3)
0.00% 1st time (0) ","2.98% orderers (7)
0.00% 1st time (0) ","3.40% orderers (8)
0.43% 1st time (1) ","1.28% orderers (3)
0.00% 1st time (0) ","1.28% orderers (3)
0.00% 1st time (0) ","2.55% orderers (6)
0.00% 1st time (0) ","0.85% orderers (2)
0.00% 1st time (0) ","1.70% orderers (4)
0.00% 1st time (0) ","2.98% orderers (7)
0.43% 1st time (1) ","1.70% orderers (4)
0.00% 1st time (0) ","0.85% orderers (2)
0.00% 1st time (0) "
